Date,Time,Club,Club Head Speed (mph),Ball Speed (mph),Launch Angle (deg),Launch Direction (deg),Total Spin (rpm),Carry Distance (yd),Total Distance (yd),Smash Factor,Accuracy (yd),Peak Height (yd)
"2024-02-14","16:47:52","5W","90.3","128.8","20.5","8.7","4200","202.2","210.8","1.426","-13.9","128.8"
"2024-05-17","14:02:04","SW","74.2","86.3","53.2","-10.7","9728","108.7","106.6","1.164","-17.9","69.1"
"2024-09-20","15:45:00","7H","87.8","116.9","23.1","-3.8","5468","154.4","154.0","1.331","-1.0","112.3"
"2024-09-07","10:17:37","2H","88.7","124.1","14.3","3.8","3681","182.2","187.1","1.400","-4.5","110.6"
"2024-03-08","12:58:43","Driver","102.1","152.3","17.8","-9.1","3719","277.2","273.6","1.491","0.4","161.4"
"2024-01-15","06:44:57","9H","93.2","121.5","23.6","13.5","4590","171.5","169.9","1.304","-7.4","131.4"
"2024-12-26","08:53:39","GW","77.0","89.7","49.6","-1.7","10029","100.6","105.3","1.165","7.0","57.9"
"2024-01-01","10:31:35","5W","89.3","125.1","18.6","8.8","4118","216.7","224.7","1.400","-11.1","146.5"
"2024-12-09","07:30:30","7H","92.8","123.8","21.7","7.7","4989","180.8","185.1","1.333","-16.9","114.0"
"2024-08-03","09:22:50","2H","88.1","123.4","15.1","-13.2","4738","202.8","212.0","1.400","-12.3","162.1"
"2024-02-05","18:32:19","3H","96.4","134.9","21.0","6.7","5363","195.6","198.8","1.400","16.1","151.4"
"2024-02-03","16:52:02","GW","71.0","82.6","49.5","-3.8","9032","103.5","110.4","1.163","18.5","69.2"
"2024-03-09","09:44:14","8H","86.7","115.6","22.7","-11.7","4750","182.4","184.0","1.333","10.4","145.0"
"2024-03-04","09:32:21","LW","69.0","76.6","50.2","12.9","10930","67.1","74.4","1.111","4.6","46.4"
"2024-10-15","15:47:32","3W","98.9","137.6","19.6","6.6","3633","226.8","230.7","1.391","7.5","178.6"
"2024-09-23","12:52:02","PW","82.2","99.7","45.0","-12.0","9827","129.7","127.3","1.213","-1.9","102.3"
"2024-11-12","12:20:40","GW","73.9","87.8","47.6","-14.7","9125","97.4","98.5","1.188","-2.2","75.6"
"2024-06-19","17:38:45","4H","93.4","124.9","16.3","-13.3","5167","178.1","175.0","1.337","-16.7","97.8"
"2024-09-01","19:01:56","9H","84.2","111.5","20.3","-10.0","4793","140.7","142.3","1.324","-1.8","88.3"
"2024-08-10","16:38:34","4H","93.5","126.8","20.3","-5.4","3818","195.7","195.1","1.356","-2.6","103.2"
"2024-05-20","19:45:23","9H","85.5","111.7","21.4","9.0","4682","161.7","160.3","1.307","6.5","98.0"
"2024-11-04","19:01:11","3W","99.9","140.9","17.0","-9.4","4393","180.0","182.1","1.411","-0.1","95.0"
"2024-12-20","06:02:19","9H","84.4","110.7","18.3","1.6","6064","163.6","164.5","1.311","-16.0","91.6"
"2024-05-25","13:41:09","5H","89.7","119.4","22.0","8.9","5041","159.8","166.6","1.332","-5.5","120.9"
"2024-10-26","15:20:08","3H","100.0","135.6","20.7","-13.9","4461","165.2","174.6","1.356","-5.2","130.7"
"2024-05-15","12:26:56","4H","93.1","125.3","19.3","4.6","4072","169.5","167.0","1.346","8.1","131.5"
"2024-12-24","09:32:55","7H","90.9","120.5","16.3","9.3","6143","176.2","172.5","1.325","2.7","130.7"
"2024-02-06","12:25:59","2H","95.2","129.3","16.1","3.9","4087","185.3","189.8","1.358","13.0","134.3"
"2024-04-17","10:34:06","5W","99.7","142.4","13.0","-2.5","4748","212.5","221.4","1.428","10.3","167.7"
"2024-05-06","13:25:56","LW","61.7","70.3","55.5","-6.0","9778","77.4","73.0","1.139","-19.4","58.7"
"2024-02-10","11:15:53","9H","84.3","110.1","22.6","9.0","5765","177.7","187.4","1.306","-12.4","110.5"
"2024-10-22","09:59:19","3W","102.9","144.6","16.4","8.8","3828","201.5","204.9","1.405","15.6","110.9"
"2024-01-09","07:18:22","8H","87.0","115.1","22.5","9.6","4848","166.5","172.6","1.323","1.9","130.1"
"2024-03-15","09:32:03","9H","93.0","121.7","17.0","0.2","4581","150.1","151.4","1.308","-13.1","116.4"
"2024-08-11","11:07:49","6H","90.6","120.1","17.1","6.0","4761","155.5","153.6","1.325","-7.5","77.8"
"2024-08-02","19:29:01","5H","93.7","127.2","19.8","-7.9","3949","163.3","162.9","1.357","4.4","107.6"
"2024-01-11","18:29:28","SW","68.0","81.3","49.1","-3.6","10089","101.4","99.3","1.196","-19.2","60.4"
"2024-07-01","10:37:24","LW","67.7","76.8","52.1","-14.0","9883","85.5","81.2","1.135","0.1","57.9"
"2024-05-27","17:36:23","6H","88.0","114.7","18.8","5.7","5898","173.9","180.3","1.303","18.6","87.2"
"2024-08-07","08:31:00","9H","91.6","120.5","22.8","-6.3","5681","180.9","187.5","1.316","5.6","119.9"
"2024-01-19","17:14:44","9H","86.4","113.5","19.3","-0.1","6037","146.6","155.4","1.314","7.4","102.0"
"2024-08-13","12:50:03","6H","84.7","112.5","18.5","-8.0","6100","144.9","152.6","1.328","14.9","114.5"
"2024-12-04","11:03:51","Driver","97.7","142.3","15.8","4.5","2230","270.3","271.9","1.456","19.6","190.9"
"2024-07-21","11:37:09","LW","70.0","77.2","56.2","1.9","10045","69.8","76.2","1.103","17.8","55.3"
"2024-10-14","06:19:27","PW","74.5","90.3","45.2","-3.0","8440","128.2","133.7","1.212","-14.8","96.5"
"2024-01-27","17:13:05","4H","91.4","121.4","19.5","-0.9","4771","167.2","174.5","1.328","-5.0","85.7"
"2024-07-05","16:40:29","9H","86.1","115.4","17.7","-11.4","5746","148.8","150.1","1.340","-11.7","87.5"
"2024-10-16","15:05:15","3W","90.9","127.7","14.5","3.7","4471","202.1","197.3","1.405","-13.7","140.4"
"2024-02-11","17:34:39","3H","95.5","132.5","16.5","14.5","3628","166.5","172.8","1.387","-7.3","85.3"
"2024-01-08","12:59:17","3H","90.2","123.2","21.2","-0.8","4703","161.5","159.0","1.366","-15.0","104.0"
"2024-12-09","12:09:13","Driver","97.1","142.1","10.6","11.8","2441","293.5","299.0","1.464","-12.9","153.8"
"2024-07-24","10:10:59","PW","83.9","101.8","43.8","4.7","8790","124.4","129.1","1.214","-8.0","66.4"
"2024-08-23","10:11:38","6H","91.6","120.9","16.4","13.4","4530","159.2","163.9","1.320","-2.7","122.5"
"2024-12-27","13:09:44","6H","86.9","114.3","23.0","-9.7","4537","165.4","160.5","1.316","-17.5","112.6"
"2024-04-14","09:40:30","LW","65.0","73.3","56.1","-15.0","10670","88.1","85.3","1.129","-12.3","46.1"
"2024-12-01","15:19:32","5H","90.6","120.0","19.7","-11.9","5080","174.7","176.0","1.325","15.0","99.5"
"2024-04-27","07:01:51","2H","91.0","124.9","18.1","5.6","4276","181.5","176.7","1.373","-19.8","96.2"
"2024-09-05","15:35:13","8H","94.0","124.6","21.6","4.3","5381","164.0","162.4","1.325","-9.9","107.4"
"2024-10-15","17:59:46","GW","73.7","86.5","45.6","5.0","9675","100.4","109.8","1.174","-15.5","65.9"
"2024-08-28","07:33:02","SW","69.5","81.5","48.1","12.6","8874","105.6","107.6","1.172","17.9","73.9"
"2024-05-28","10:37:58","9H","93.8","123.5","19.9","-5.3","6453","169.9","178.5","1.318","-2.5","114.4"
"2024-01-07","12:34:41","3H","91.3","125.9","21.3","-11.2","4054","174.7","174.4","1.379","13.9","125.6"
"2024-04-10","11:52:48","4H","93.4","126.8","18.9","14.5","4865","186.1","188.3","1.357","5.3","134.3"
"2024-04-16","11:37:37","2H","88.8","120.2","17.2","-11.8","4770","190.9","197.6","1.353","8.5","129.0"
"2024-10-17","07:36:32","9H","86.6","113.9","22.0","2.4","6278","156.5","157.2","1.316","4.4","108.9"
"2024-08-16","11:39:03","9H","87.4","115.1","22.7","-10.5","6475","178.8","179.4","1.317","-3.5","103.1"
"2024-02-22","06:22:35","5H","91.7","123.2","15.6","12.8","5315","177.8","184.3","1.344","-17.5","103.5"
"2024-05-12","16:07:21","3H","90.6","122.3","18.0","-4.0","4008","183.0","190.2","1.350","-18.4","125.5"
"2024-02-13","13:31:34","3W","93.4","132.5","20.0","-14.6","3640","202.3","209.5","1.418","19.7","144.0"
"2024-02-27","19:55:02","GW","72.9","83.9","53.9","-9.4","8885","104.2","112.8","1.151","19.2","83.3"
"2024-12-24","13:45:02","3H","99.6","135.6","17.1","13.2","4143","199.3","197.6","1.361","14.2","146.4"
"2024-10-02","18:45:52","6H","83.3","110.1","20.8","4.4","4541","154.6","149.9","1.322","0.5","82.7"
"2024-03-13","08:12:07","4H","95.1","126.6","20.3","-10.7","5043","173.5","181.5","1.331","9.0","121.7"
"2024-11-14","18:27:19","9H","87.0","115.3","18.6","1.5","5941","149.1","152.8","1.325","-0.5","94.7"
"2024-07-07","07:18:51","SW","72.1","84.5","48.4","1.0","10479","116.2","123.2","1.172","1.1","89.8"
"2024-06-26","07:24:49","4H","92.0","122.0","18.7","10.3","5164","169.7","178.5","1.326","11.9","85.1"
"2024-07-19","12:03:50","3H","98.2","132.9","16.1","13.6","4709","190.9","197.6","1.353","-17.5","145.6"
"2024-03-02","10:02:13","SW","69.1","81.7","54.3","1.5","10128","97.7","98.7","1.183","19.9","54.7"
"2024-09-15","13:35:00","PW","80.2","97.0","44.1","-1.2","9631","148.1","154.0","1.209","-15.9","79.3"
"2024-09-15","18:21:27","2H","90.3","125.8","15.9","15.0","4042","192.1","197.7","1.394","-11.8","151.3"
"2024-07-19","18:49:13","9H","91.1","120.8","17.9","11.9","5221","139.0","134.3","1.326","-5.3","75.0"
"2024-07-14","18:33:38","7H","93.0","122.3","23.5","6.0","5913","137.0","139.7","1.314","8.0","97.1"
"2024-03-28","08:49:51","PW","74.4","90.4","46.9","-4.5","9799","135.6","136.6","1.215","-10.9","100.9"
"2024-03-12","09:53:14","SW","69.1","81.0","47.3","1.9","9336","102.5","107.5","1.171","12.7","52.3"
"2024-01-19","12:05:37","8H","88.5","116.9","16.9","-8.8","5658","155.0","157.3","1.322","-17.1","106.0"
"2024-01-07","10:16:31","GW","72.2","85.4","45.5","-2.7","8611","102.4","110.3","1.183","-10.0","64.3"
"2024-07-27","10:28:41","2H","89.0","121.9","20.4","-3.0","4717","187.4","186.1","1.370","19.4","115.4"
"2024-07-26","07:04:05","3W","95.6","135.9","18.7","-5.0","3969","196.5","195.2","1.422","-15.7","101.4"
"2024-02-03","16:26:15","SW","71.1","84.9","49.9","4.0","8502","109.3","116.4","1.194","1.8","65.2"
"2024-12-27","08:32:37","PW","79.2","98.1","40.4","-12.8","9367","115.4","118.3","1.239","-2.4","57.8"
"2024-05-11","07:09:06","LW","65.5","74.0","51.5","2.8","9924","74.7","70.1","1.129","-5.0","38.4"
"2024-04-28","16:27:40","2H","88.6","121.8","14.7","-0.3","4100","202.2","210.6","1.375","-18.8","129.4"
"2024-06-20","16:18:40","5H","87.9","116.6","18.5","-3.2","4505","171.3","180.2","1.326","-2.3","127.3"
"2024-08-20","14:39:09","6H","90.9","120.8","22.9","2.4","5089","144.8","153.4","1.330","-18.1","93.1"
"2024-12-04","09:56:32","6H","94.6","124.7","23.7","-0.4","5837","134.6","138.9","1.318","7.7","98.0"
"2024-11-27","10:27:27","PW","80.0","99.0","42.5","3.7","7826","116.8","116.7","1.237","-9.7","71.3"
"2024-05-02","18:58:23","7H","85.2","113.8","23.6","11.1","5676","143.0","148.2","1.336","4.9","93.7"
"2024-08-10","06:36:17","9H","90.0","117.1","17.6","-1.6","5994","132.1","132.2","1.301","4.3","86.5"
"2024-12-23","11:53:11","LW","68.7","77.5","51.9","-10.7","10265","87.3","85.5","1.128","9.5","50.4"
"2024-08-10","17:26:18","PW","75.3","92.5","45.5","12.0","8931","113.1","111.8","1.228","17.4","74.9"
"2024-02-22","15:38:06","PW","77.7","94.2","46.7","0.0","8018","128.7","132.0","1.213","-11.4","86.0"
"2024-10-18","13:31:19","SW","72.9","86.2","53.9","3.1","9128","97.6","104.9","1.183","-8.8","59.1"
"2024-03-01","14:57:52","GW","71.1","83.0","49.0","2.0","8634","111.1","108.4","1.168","13.1","88.7"
"2024-03-16","15:42:52","2H","87.5","121.0","18.4","-9.7","3554","189.1","185.6","1.383","16.7","99.2"
"2024-06-13","10:27:53","4H","90.0","119.0","18.1","-0.4","4819","154.4","156.1","1.322","14.9","120.7"
"2024-06-04","09:15:43","5H","91.6","122.8","16.8","14.7","4115","164.0","162.7","1.340","1.3","88.1"
"2024-11-08","17:23:28","9H","93.6","123.6","18.1","7.1","6371","133.4","134.7","1.320","-11.9","69.5"
"2024-11-23","06:58:40","5W","95.5","133.4","17.2","-6.8","3886","228.3","224.1","1.397","-10.8","151.3"
"2024-04-07","12:46:49","SW","71.3","85.5","47.0","3.7","9181","103.1","113.0","1.198","-3.7","76.1"
"2024-03-17","19:44:03","3H","97.5","132.7","17.4","-9.5","5128","199.1","199.5","1.360","-16.3","153.2"
"2024-05-16","13:06:17","2H","86.0","120.1","15.3","12.2","4579","204.9","208.7","1.396","1.8","160.0"
"2024-02-20","19:08:05","Driver","114.5","169.8","10.7","-6.6","3069","231.9","236.2","1.483","2.4","181.5"
"2024-02-16","16:23:16","8H","93.2","123.5","18.6","5.1","4975","133.5","141.9","1.324","5.0","88.4"
"2024-11-04","15:55:11","GW","68.1","80.1","48.9","-12.5","10115","99.5","108.2","1.176","-3.6","70.4"
"2024-08-10","15:48:11","LW","68.1","76.1","53.4","9.6","10819","72.4","75.0","1.118","2.6","37.8"
"2024-03-15","06:35:47","2H","90.8","125.8","19.1","-10.5","5307","202.5","208.5","1.385","8.8","129.7"
"2024-07-23","06:21:25","PW","76.3","92.7","45.5","-5.8","7605","125.9","126.4","1.215","2.4","97.2"
"2024-11-11","08:09:57","Driver","112.2","167.2","20.1","-7.4","4312","234.6","238.4","1.490","5.2","170.1"
"2024-04-24","12:21:28","5W","98.1","139.0","13.3","11.9","4947","224.6","226.6","1.416","-8.4","167.3"
"2024-12-12","12:00:42","5H","92.0","123.9","20.6","2.4","4020","161.1","157.5","1.346","0.4","97.5"
"2024-04-21","08:11:59","LW","64.0","72.3","57.8","-10.1","9897","83.2","87.5","1.128","8.7","55.8"
"2024-04-03","09:06:27","5H","97.6","129.4","18.0","1.4","5384","154.7","151.7","1.326","11.7","110.3"
"2024-10-23","19:43:44","2H","99.9","136.9","19.6","5.5","5082","172.9","176.3","1.369","-11.2","94.6"
"2024-11-02","09:02:31","8H","91.2","121.4","16.7","-5.9","5234","166.8","171.4","1.331","-4.0","122.1"
"2024-12-13","11:01:35","3W","93.9","133.3","21.5","13.6","4083","173.0","171.0","1.419","-6.9","138.0"
"2024-06-21","12:25:04","5H","89.8","121.1","20.2","7.6","5501","162.8","167.5","1.349","-2.8","85.5"
"2024-06-09","19:58:39","3H","99.1","136.2","17.4","9.5","4797","199.6","200.7","1.376","11.6","102.6"
"2024-06-05","18:20:42","3H","88.1","122.3","15.8","3.9","4075","177.6","179.8","1.388","-12.3","140.9"
"2024-10-11","07:01:51","3H","93.1","126.9","19.7","12.4","5160","185.6","191.3","1.363","-2.6","98.5"
"2024-05-13","11:26:46","3W","90.7","126.5","19.0","14.3","3446","225.3","235.0","1.395","-7.3","158.0"
"2024-08-03","12:49:22","SW","67.2","80.3","48.2","-2.5","9923","110.8","111.7","1.195","0.8","65.6"
"2024-02-06","12:00:50","3W","99.7","140.4","20.6","6.2","4635","183.1","186.5","1.408","-0.5","113.8"
"2024-08-27","18:07:11","7H","88.8","117.5","19.5","-7.8","6469","138.3","145.3","1.323","2.3","110.5"
"2024-05-08","13:49:16","LW","62.9","70.4","53.5","-14.9","10261","86.4","95.5","1.119","14.1","50.0"
"2024-03-27","12:59:39","3H","89.7","123.0","20.5","13.8","4335","187.5","196.8","1.371","-18.9","117.7"
"2024-07-05","19:32:48","3H","96.7","134.1","18.7","13.9","5017","172.7","178.6","1.387","19.9","86.8"
"2024-01-27","09:05:10","Driver","114.1","169.2","20.6","-11.8","2355","273.4","279.9","1.483","9.2","169.1"
"2024-04-27","17:06:10","9H","93.3","121.6","18.9","-8.6","4705","150.7","157.9","1.304","-7.6","87.5"
"2024-11-16","16:37:16","4H","86.3","116.6","17.8","14.2","3983","159.3","156.5","1.352","-2.4","86.9"
"2024-08-28","07:55:58","7H","90.8","120.4","20.0","11.1","5600","172.6","175.7","1.326","-5.5","87.3"
"2024-01-18","11:27:52","3W","88.8","125.9","13.5","4.7","3741","226.2","230.8","1.417","16.1","148.5"
"2024-01-27","11:34:20","9H","90.7","121.1","21.4","13.5","4564","166.8","165.9","1.335","12.5","120.7"
"2024-10-19","17:55:59","5W","103.3","144.0","20.1","-5.4","4548","204.0","204.4","1.394","19.8","128.4"
"2024-07-11","07:21:10","5W","99.8","138.8","14.1","10.0","4565","229.3","231.4","1.390","11.0","167.0"
"2024-03-23","07:48:41","3H","97.4","134.7","19.1","-8.9","4839","208.9","211.3","1.382","12.6","133.8"
"2024-10-17","14:57:21","5H","95.5","126.1","15.2","1.4","5235","160.3","169.4","1.320","12.0","104.1"
"2024-12-22","07:24:41","PW","79.8","97.3","47.1","-7.0","7698","139.0","145.8","1.220","1.2","108.4"
"2024-04-12","12:57:40","5W","97.9","137.1","15.7","4.7","3963","228.6","233.4","1.401","-13.7","156.7"
"2024-01-18","10:30:14","3W","95.2","135.4","21.0","3.2","3535","192.9","188.4","1.422","-10.0","107.7"
"2024-02-13","15:26:42","2H","99.9","135.6","19.1","-2.6","4266","185.2","183.0","1.357","18.0","141.0"
"2024-02-26","16:41:33","LW","68.3","77.8","51.9","4.6","9706","81.5","81.7","1.140","-5.3","58.3"
"2024-02-13","14:07:47","9H","88.2","116.4","23.8","13.2","5624","149.1","144.1","1.320","5.0","111.9"
"2024-06-15","14:13:54","GW","74.8","88.6","53.5","-6.7","10028","95.9","93.1","1.185","-16.1","53.6"
"2024-12-10","14:34:47","4H","88.9","120.7","22.5","3.7","4664","174.6","174.4","1.357","-12.0","105.4"
"2024-07-26","13:47:44","Driver","97.4","143.1","16.9","-10.8","2414","233.8","242.8","1.468","-14.7","139.6"
"2024-07-21","12:00:14","3H","94.6","127.8","16.6","-4.7","4002","184.4","185.8","1.351","-15.4","98.7"
"2024-10-15","13:58:04","Driver","107.9","158.8","17.1","-7.8","3297","300.1","296.6","1.472","14.4","207.3"
"2024-03-11","06:19:58","PW","77.8","95.4","47.9","4.2","7978","142.5","143.9","1.226","2.4","110.5"
"2024-03-03","12:49:42","5W","99.4","142.1","12.7","10.1","4512","218.0","215.7","1.429","-5.4","154.0"
"2024-03-23","16:56:34","3W","101.2","143.8","16.9","7.6","3613","237.9","244.8","1.421","-8.3","150.0"
"2024-04-07","10:25:49","LW","67.7","77.1","58.2","-0.3","10968","80.0","87.7","1.138","18.1","56.3"
"2024-03-22","13:53:50","GW","73.3","86.2","54.4","13.4","8566","88.0","86.3","1.177","19.5","61.1"
"2024-07-06","11:32:27","9H","93.4","123.5","21.3","-9.9","5453","143.8","150.7","1.322","-6.2","95.0"
"2024-12-26","17:25:27","2H","88.6","122.6","17.2","9.6","4071","177.2","182.0","1.385","-9.1","94.8"
"2024-07-05","10:57:22","3W","97.9","137.2","17.3","5.8","4631","191.0","200.5","1.402","1.3","96.4"
"2024-07-23","09:41:15","PW","80.1","99.6","43.0","-2.9","9197","138.8","137.3","1.244","11.1","97.8"
"2024-12-26","13:47:54","2H","94.6","131.8","19.5","9.7","3938","196.1","201.3","1.394","-14.1","113.5"
"2024-02-14","18:54:09","9H","88.2","114.6","22.4","-12.9","4715","140.0","149.5","1.300","10.1","111.5"
"2024-01-09","10:19:45","LW","67.7","75.4","51.5","-5.3","10399","78.6","79.1","1.113","3.3","53.4"
"2024-09-15","12:01:52","2H","96.3","130.1","15.2","3.8","4516","184.4","192.2","1.351","-18.9","140.8"
"2024-03-04","11:56:17","LW","64.7","72.0","52.5","14.5","10091","78.7","88.4","1.114","-16.5","54.1"
"2024-08-21","18:04:46","8H","92.2","120.1","17.6","4.4","5895","158.6","159.2","1.304","10.3","112.9"
"2024-11-13","10:47:56","PW","80.8","100.5","42.1","-10.5","9469","127.4","125.5","1.244","-19.3","72.7"
"2024-01-12","19:35:22","8H","88.6","117.1","23.3","-10.1","5206","168.8","167.1","1.322","-15.1","121.7"
"2024-06-08","18:01:16","3W","100.1","138.6","12.9","-3.4","4270","201.5","209.2","1.385","1.6","161.1"
"2024-06-14","14:07:43","5W","94.6","132.5","18.6","5.0","4993","235.2","234.1","1.402","16.5","178.0"
"2024-07-26","12:09:50","LW","67.5","75.7","51.1","-4.2","9524","83.2","91.2","1.121","-12.0","59.3"
"2024-05-06","16:14:07","9H","91.8","120.2","22.0","-6.7","5370","144.7","144.8","1.310","7.8","106.7"
"2024-03-10","13:15:10","Driver","114.5","166.5","16.2","-7.5","3174","231.0","236.2","1.454","-8.3","179.8"
"2024-09-14","07:56:00","GW","69.7","81.0","47.9","7.5","10198","99.4","102.6","1.164","8.8","58.6"
"2024-04-02","17:22:12","GW","76.4","88.1","51.5","9.0","8892","89.3","87.0","1.153","1.2","52.5"
"2024-03-06","18:15:29","9H","87.0","114.5","23.1","14.3","6390","174.4","176.6","1.317","-2.4","133.9"
"2024-11-22","19:22:29","Driver","114.7","167.1","22.0","4.7","3837","248.4","252.4","1.456","15.2","149.8"
"2024-12-21","10:11:45","3H","101.0","137.2","21.0","9.9","4651","209.6","218.5","1.359","0.8","130.6"
"2024-11-06","08:18:20","Driver","111.5","163.5","16.1","-3.5","3424","267.1","269.3","1.466","-16.5","198.6"
"2024-03-19","15:24:55","GW","73.6","85.5","48.7","2.1","8886","94.9","103.3","1.161","-4.2","50.8"
"2024-02-15","17:18:19","3H","89.3","124.9","21.6","-6.2","4929","188.5","187.4","1.398","3.2","112.5"
"2024-01-18","12:45:06","7H","91.7","119.8","21.0","5.5","4593","132.9","129.7","1.307","-18.6","101.9"
"2024-03-20","07:27:43","6H","86.2","115.3","20.1","-4.3","5697","162.7","163.0","1.337","-1.9","91.2"
"2024-05-03","08:06:46","SW","67.9","81.3","52.3","1.2","8952","99.5","95.1","1.199","12.3","57.0"
"2024-04-04","16:21:41","6H","92.4","123.7","23.1","14.0","4990","135.1","136.2","1.339","3.1","104.7"
"2024-11-22","11:40:37","2H","93.6","126.5","21.2","3.9","3894","168.2","167.9","1.352","-11.2","100.7"
"2024-09-26","17:07:35","Driver","106.2","156.0","15.2","5.9","3995","277.8","285.0","1.469","11.9","150.8"
"2024-12-07","10:57:45","8H","91.3","121.6","21.2","7.1","6292","128.9","134.1","1.332","15.5","91.4"
"2024-10-06","11:50:19","5W","91.0","129.2","21.2","7.1","4548","182.5","180.7","1.420","18.6","131.6"
"2024-04-22","06:31:03","5H","95.6","128.7","19.9","-14.3","5123","170.0","174.9","1.346","10.6","121.8"
"2024-04-21","10:43:58","3W","96.4","136.6","15.3","-5.3","4361","222.5","224.4","1.418","-5.8","148.0"
